代號,名稱,市場,產業,當月營收(千元),當月YoY%,累計YoY%,第二月依據,公司備註
3680,家登,上櫃,半導體業,870996.0,71.7,28.7,累計YoY 28.7%（無上月快照）,本月營收較去年同期增加，主要係光罩載具產品營收增加所致。
2345,智邦,上市,通信網路業,39472637.0,71.7,62.4,累計YoY 62.4%（無上月快照）,客戶需求增加
6642,富致,上櫃,電子零組件業,71671.0,71.5,22.2,累計YoY 22.2%（無上月快照）,因大陸地區客戶受被動元件漲價影響，尤以M LC C 預期更進一步的漲價而積極備貨。且去年同期相對基期較低所以YOY成長幅度較大。
3288,點晶,上櫃,電子零組件業,5419.0,71.4,15.5,累計YoY 15.5%（無上月快照）,去年同期基期較低
2460,建通,上市,電子零組件業,432492.0,71.2,63.8,累計YoY 63.8%（無上月快照）,係因端子產品訂單穩定回流及特殊新型銅材業務量持續增量。
6756,威鋒電子,上市,半導體業,177234.0,70.7,22.5,累計YoY 22.5%（無上月快照）,本期出貨量增加。
6770,力積電,上市,半導體業,6668883.0,70.5,42.7,累計YoY 42.7%（無上月快照）,主係客戶需求上升，銷售量增加，銷售價格調漲。
3213,茂訊,上櫃,電腦及週邊設備業,366207.0,70.4,20.4,累計YoY 20.4%（無上月快照）,"系統事業部 218,086 仟元/通路事業部 148,121 仟元"
6894,衛司特,上櫃,綠能環保,199018.0,69.9,66.6,累計YoY 66.6%（無上月快照）,因應客戶訂單需求，電解設備與耗材之銷售增加，且本年度納入新事業體，營運範疇擴大，以上使本月及本年累計營收較去年同期成長。
3715,定穎投控,上市,電子零組件業,2531248.0,69.7,40.9,累計YoY 40.9%（無上月快照）,係產品組合優化及受惠於漲價效應
5905,南仁湖,上櫃,觀光餐旅,167415.0,68.8,271.2,累計YoY 271.2%（無上月快照）,本公司建案已完工，陸續交屋入帳。
6126,信音,上櫃,電子零組件業,552658.0,68.8,53.9,累計YoY 53.9%（無上月快照）,本期營收成長幅度較大，主要係去年底完成併購東莞國聯電子有限公司 80% 股權，並自本期起認列其營收所致。
1815,富喬,上櫃,電子零組件業,854379.0,68.1,46.9,累計YoY 46.9%（無上月快照）,主要受惠於AI伺服器與高速傳輸需求帶動高階產品出貨比重提高，電子級玻纖布產品市場價格走高。
6913,鴻呈,上櫃,電子零組件業,372741.0,67.5,37.1,累計YoY 37.1%（無上月快照）,雲端客戶伺服器需求量增加
4556,旭然,上櫃,其他,85038.0,67.4,16.6,累計YoY 16.6%（無上月快照）,營收增長主要係過濾設備訂單集中出貨所致。
7721,微程式,上市,數位雲端,62569.0,67.2,37.0,累計YoY 37.0%（無上月快照）,本月增加為智慧設備產品銷售增加
3088,艾訊,上櫃,電腦及週邊設備業,944420.0,66.9,45.5,累計YoY 45.5%（無上月快照）,月營收較去年同期成長66.92%，主要係台灣及美洲地區專案訂單出貨增加所致。
3090,日電貿,上市,電子零組件業,2095232.0,66.6,28.8,累計YoY 28.8%（無上月快照）,被動元件市場需求增加。
3691,碩禾,上櫃,光電業,918839.0,66.5,127.7,累計YoY 127.7%（無上月快照）,係因太陽能導電漿產品、太陽能模組及AI伺服器液冷管接件及其零組件之加工與測試服務銷量增加所致
6223,旺矽,上櫃,半導體業,1805362.0,66.5,52.3,累計YoY 52.3%（無上月快照）,本月合併營收較去年同期大幅成長，主要受惠客戶 AI 及高效能運算晶片相關測試需求持續強勁，帶動公司出貨動能提升。
4912,聯德控股-KY,上市,電子零組件業,730490.0,66.4,30.5,累計YoY 30.5%（無上月快照）,7月份出貨較去年同期增加所致
2406,國碩,上市,光電業,997619.0,66.1,119.9,累計YoY 119.9%（無上月快照）,主要係因子公司太陽能導電漿產品、太陽能模組及AI伺服器液冷管接件及其零組件之加工與測試服務銷量增加所致。
2356,英業達,上市,電腦及週邊設備業,90190327.0,65.7,40.8,累計YoY 40.8%（無上月快照）,客戶需求增加，較去年同期成長
6237,驊訊,上櫃,半導體業,59139.0,65.7,46.5,累計YoY 46.5%（無上月快照）,7月營收增加主要係品牌客戶新增寬頻運營商通路合作案，終端銷售與備貨需求增加所致。
3689,湧德,上櫃,電子零組件業,842762.0,64.9,40.8,累計YoY 40.8%（無上月快照）,本年度營收新增浙江榆陽電子股份有限公司營收
1591,駿吉-KY,上櫃,電機機械,42489.0,64.8,295.7,累計YoY 295.7%（無上月快照）,本期銷售數量增加所致
2236,百達-KY,上市,汽車工業,1238220.0,64.7,29.9,累計YoY 29.9%（無上月快照）,主係AI數據中心儲存需求大增及客戶推出高存量HDD新產品，致使整體銷售金額成長
6613,朋億*,上櫃,其他電子業,1292507.0,64.3,49.0,累計YoY 49.0%（無上月快照）,營收較去年同期增加主係半導體廠擴廠暢旺
2495,普安,上市,電腦及週邊設備業,149804.0,64.2,46.4,累計YoY 46.4%（無上月快照）,主係客戶訂單需求增加及配合客戶排程出貨所致。
2374,佳能,上市,光電業,1159684.0,64.1,53.4,累計YoY 53.4%（無上月快照）,今年較去年同期及累計成長超過50%，主係影像視覺產品、光學相關模組及因客戶專案出貨轉趨穩健。
6462,神盾,上櫃,半導體業,796402.0,63.9,70.4,累計YoY 70.4%（無上月快照）,主係合併子公司營收陸續於本年度出貨
2404,漢唐,上市,其他電子業,9945328.0,63.8,73.9,累計YoY 73.9%（無上月快照）,"營收較去年同期增加50%以上,係因本月正在投入進行的專案較去年同期增加所致。"
6617,共信-KY,上櫃,生技醫療業,4587.0,63.5,37.5,累計YoY 37.5%（無上月快照）,自2018年度起依據國際會計準則公報15號規定認列收入
7822,倍利科,上市,半導體業,273081.0,63.4,86.3,累計YoY 86.3%（無上月快照）,本月認列設備營收較前期多
6994,富威電力,上市,綠能環保,208877.0,63.4,65.8,累計YoY 65.8%（無上月快照）,依進度認列工程收入及訂單增加所致
6861,睿生光電,上市,生技醫療業,290806.0,63.4,45.3,累計YoY 45.3%（無上月快照）,客戶需求增加及產品組合變化
3357,臺慶科,上櫃,電子零組件業,875885.0,63.3,29.2,累計YoY 29.2%（無上月快照）,受AI、車用及網通等產品需求持續提升，客戶出貨動能延續近期成長趨勢，致本月營收較去年同期成長63.31%。
7712,博盛半導體,上櫃,半導體業,168173.0,63.3,17.8,累計YoY 17.8%（無上月快照）,客戶需求升溫
8043,蜜望實,上櫃,電子零組件業,762588.0,63.2,61.7,累計YoY 61.7%（無上月快照）,"客戶需求增加,致使銷貨收入增加"
6108,競國,上市,電子零組件業,654851.0,63.2,28.7,累計YoY 28.7%（無上月快照）,伺服器用的記憶體模組板訂單量增加。
6418,詠昇,上櫃,電子零組件業,96879.0,63.0,18.9,累計YoY 18.9%（無上月快照）,客戶訂單增加
3528,安馳,上市,電子通路業,1207978.0,62.6,81.1,累計YoY 81.1%（無上月快照）,AI伺服器應用帶動測試相關需求增加，週邊電源應用及工控需求上升。
8027,鈦昇,上櫃,電機機械,189408.0,62.6,48.7,累計YoY 48.7%（無上月快照）,因客戶擴產，設備需求較去年同期上升
9927,泰銘,上市,其他,997907.0,62.5,22.8,累計YoY 22.8%（無上月快照）,本月營收成長主要受銷售量較去年同期增加51.23%，以及新台幣參考匯率貶值6.48%，推升整體營收表現。
7734,印能科技,上櫃,半導體業,409159.0,62.3,62.9,累計YoY 62.9%（無上月快照）,主要係因市場需求較去年同期成長所致。
6139,亞翔,上市,其他電子業,10928616.0,62.3,68.4,累計YoY 68.4%（無上月快照）,主要係工程進入施工高峰期，致本月營收較去年同期大幅增加。
4943,康控-KY,上市,電子零組件業,204374.0,62.1,47.2,累計YoY 47.2%（無上月快照）,本月較去年同期成長62.12%，主要係因部分汽車零組件新案(電容盒/域控制器/空氣懸架等相關產品零組件)於2026年量產出貨所致
2464,盟立,上市,其他電子業,862979.0,62.1,25.6,累計YoY 25.6%（無上月快照）,主要係本公司半導體自動化設備相關訂單增加所致。
6937,天虹,上市,半導體業,207467.0,61.6,36.9,累計YoY 36.9%（無上月快照）,銷售產品組合差異所致
6788,華景電,上櫃,半導體業,287236.0,61.5,18.2,累計YoY 18.2%（無上月快照）,本月合併營收相較於去年本月有所成長，主要係因市場需求較去年成長所致。
7714,創泓科技,上櫃,數位雲端,215366.0,61.1,28.5,累計YoY 28.5%（無上月快照）,業績成長
3231,緯創,上市,電腦及週邊設備業,308219198.0,60.8,88.2,累計YoY 88.2%（無上月快照）,主係客戶需求增加，較去年同期成長。
4576,大銀微系統,上市,電機機械,366927.0,60.1,49.7,累計YoY 49.7%（無上月快照）,本月營收較去年同期增加，主係客戶需求較去年同期增加。
6486,互動,上櫃,通信網路業,171320.0,59.9,19.8,累計YoY 19.8%（無上月快照）,本月營收較去年同期增加50%以上，係因本月認列營收的專案較去年同期增加所致。
8422,可寧衛*,上市,綠能環保,572858.0,59.9,28.2,累計YoY 28.2%（無上月快照）,營收增加係南區焚化爐BOT案依IFRIC12會計處理，每月按工程進度認列成本，同步依成本金額認列工程收入，未產生毛利。
1516,川飛,上市,其他,7546.0,59.8,37.8,累計YoY 37.8%（無上月快照）,客戶需求增加
4577,達航科技,上櫃,其他電子業,96544.0,59.8,56.2,累計YoY 56.2%（無上月快照）,"本期較去年同期變動 59.82%，主係設備產銷較去年同期增加 32,955仟元所致。"
4114,健喬,上櫃,生技醫療業,791740.0,59.8,22.0,累計YoY 22.0%（無上月快照）,係因本公司與其他藥廠簽訂藥物經銷代理合約，取得台灣市場多數醫療機構通路之行銷推廣權利所致
2376,技嘉,上市,電腦及週邊設備業,44213037.0,59.7,50.0,累計YoY 50.0%（無上月快照）,AI訂單需求暢旺
3665,貿聯-KY,上市,其他電子業,9630165.0,59.6,37.9,累計YoY 37.9%（無上月快照）,高效能運算和半導體客戶出貨量持續強勁
6028,公勝保經,上櫃,金融業,515132.0,59.6,30.6,累計YoY 30.6%（無上月快照）,係本期業績增長
2248,華勝-KY,上市,汽車工業,232376.0,59.4,49.5,累計YoY 49.5%（無上月快照）,本年累計增減百分比達50%以上，係受惠於本公司客戶新車型上市熱銷所致
3305,昇貿,上市,其他電子業,1413913.0,59.2,63.8,累計YoY 63.8%（無上月快照）,原料價格上漲
3029,零壹,上市,資訊服務業,3242008.0,59.2,16.2,累計YoY 16.2%（無上月快照）,本月營收成長主要受惠於IT基建AI化、資安韌性產品專案挹注
6220,岳豐,上櫃,電子零組件業,985000.0,59.1,20.5,累計YoY 20.5%（無上月快照）,主要為去年同期因美國關稅影響，客戶下單趨緩使得營收減少，今年已逐步恢復正常，以及今年度大陸內銷市場營收較為成長所致。
6415,矽力*-KY,上市,半導體業,2356843.0,58.5,30.1,累計YoY 30.1%（無上月快照）,部份終端產品的需求增加，且本公司在產品佈局上更加完整，故營收較去年同期增幅較大。
2488,漢平,上市,其他電子業,377191.0,58.2,25.0,累計YoY 25.0%（無上月快照）,本月營收較去年同期增加主要係因訂單量增加所致。
8996,高力,上市,電機機械,922666.0,57.6,115.4,累計YoY 115.4%（無上月快照）,說明:本年累計營收較去年同期增加115.43%，主要係板式熱交換器及熱能產品年度營收分別較去年同期增加17.30%及161.72%所致
3017,奇鋐,上市,電腦及週邊設備業,18590152.0,57.4,80.3,累計YoY 80.3%（無上月快照）,"因客戶需求增加,使營收成長"
3044,健鼎,上市,電子零組件業,9821875.0,56.5,34.7,累計YoY 34.7%（無上月快照）,主係因客戶訂單需求及出貨增加所致
1409,新纖,上市,紡織纖維,4641142.0,56.2,15.3,累計YoY 15.3%（無上月快照）,本月營收增加，係因聚酯部門業內收入及業外收入增加所致。
2637,慧洋-KY,上市,航運業,2097738.0,56.2,35.7,累計YoY 35.7%（無上月快照）,本月營業收入相較去年同期增加56.22%，主要係因BDI指數相較去年同期大幅成長，帶動本公司租金收入增加。
3360,尚立,上櫃,電子通路業,999135.0,56.0,64.9,累計YoY 64.9%（無上月快照）,"本月較去年同月增加56.05％,係客戶需求增加"
5490,同亨,上櫃,電腦及週邊設備業,140713.0,56.0,22.6,累計YoY 22.6%（無上月快照）,因去年同期主要客戶出貨減少
8183,精星,上櫃,其他電子業,855049.0,55.8,28.7,累計YoY 28.7%（無上月快照）,"7月合併營收8.55億,較6月增10.87%,與去年7月比增55.75%,係因新能源車用產品需求成長所致。"
6185,幃翔,上櫃,電子零組件業,65312.0,55.7,33.7,累計YoY 33.7%（無上月快照）,主要客戶的新產品開始出貨，以及新客戶的產品開始量產。
3632,研勤,上櫃,通信網路業,26928.0,55.7,19.7,累計YoY 19.7%（無上月快照）,部分專案於本月完成驗收並認列收入
6414,樺漢,上市,電腦及週邊設備業,16400623.0,55.1,27.5,累計YoY 27.5%（無上月快照）,AI需求增加、客戶需求強勁
8358,金居,上櫃,電子零組件業,1008644.0,54.9,44.9,累計YoY 44.9%（無上月快照）,"本月營收較去年同期增加,係需求增加及優化產品組合所致"
3048,益登,上市,電子通路業,13745878.0,54.6,34.3,累計YoY 34.3%（無上月快照）,受惠於AI伺服器、網通設備等市場需求攀升，帶動本月份營收較去年同期成長54.60%
2476,鉅祥,上市,電子零組件業,970526.0,54.4,39.6,累計YoY 39.6%（無上月快照）,客戶需求上升，銷售量增加
2317,鴻海,上市,其他電子業,946512543.0,54.2,37.9,累計YoY 37.9%（無上月快照）,主要受惠於伺服器產品需求提升及出貨成長所致
3577,泓格,上櫃,電腦及週邊設備業,140503.0,54.1,40.0,累計YoY 40.0%（無上月快照）,客戶需求增加
2351,順德,上市,半導體業,1328046.0,54.0,28.5,累計YoY 28.5%（無上月快照）,主係客戶應用於AI領域之電源管理需求強勁，車用領域所需之導線架亦逐步復甦，客戶之拉貨動能提升。
2357,華碩,上市,電腦及週邊設備業,84131254.0,53.3,40.9,累計YoY 40.9%（無上月快照）,本月增減差異說明：主要來自AI伺服器之銷售成長。
3004,豐達科,上市,鋼鐵工業,494286.0,53.0,37.3,累計YoY 37.3%（無上月快照）,主要係客戶需求增加所致
5288,豐祥-KY,上市,電機機械,850522.0,52.8,32.3,累計YoY 32.3%（無上月快照）,主係北美休閒車輛客戶新產品出貨所致
6426,統新,上市,通信網路業,78293.0,52.7,66.8,累計YoY 66.8%（無上月快照）,市場需求漸回溫
5220,萬達光電,上櫃,光電業,87471.0,52.6,36.2,累計YoY 36.2%（無上月快照）,新客戶導入量產及產品線組合多元化
7842,天能綠電,上櫃,綠能環保,318783.0,52.3,58.0,累計YoY 58.0%（無上月快照）,本月及本年累計營收增加，主要係因售電業務成長所致。
3264,欣銓,上櫃,半導體業,1766652.0,52.3,31.9,累計YoY 31.9%（無上月快照）,受市場需求增加及新廠開始量產影響
5348,正能量智能,上櫃,運動休閒,26613.0,52.2,25.5,累計YoY 25.5%（無上月快照）,本月較去年同期增加百分比達50%以上：主要係終端市場需求增加及本年度新增門市提高營運量能所致。
8155,博智,上櫃,電子零組件業,557144.0,52.0,35.7,累計YoY 35.7%（無上月快照）,接單成長
3046,建碁,上市,電腦及週邊設備業,950946.0,51.7,25.0,累計YoY 25.0%（無上月快照）,115年7月營收較去年同期增加，主係新增大型專案業務。
4908,前鼎,上櫃,通信網路業,98660.0,51.6,28.2,累計YoY 28.2%（無上月快照）,主要係受客戶訂單需求增加影響
2364,倫飛,上市,電腦及週邊設備業,189703.0,51.5,17.5,累計YoY 17.5%（無上月快照）,客戶專案出貨增加，致本月營收較去年同期增加。
2327,國巨*,上市,電子零組件業,16131188.0,51.5,32.5,累計YoY 32.5%（無上月快照）,主要係因客戶需求強勁
3016,嘉晶,上市,半導體業,482058.0,51.4,31.3,累計YoY 31.3%（無上月快照）,受惠於市場需求暢旺與產品售價調整，帶動接單情形及整體營收較去年同期成長。
5388,中磊,上市,通信網路業,7979722.0,51.3,56.9,累計YoY 56.9%（無上月快照）,北美市場訂單增溫
2890,永豐金,上市,金融保險業,9954051.0,51.3,54.6,累計YoY 54.6%（無上月快照）,本月及本年累計營業收入較去年本月及去年累計營業收入增加，係因利息收入、手續費收入及有價證券評價利益增加所致。
2397,友通,上市,電腦及週邊設備業,1284852.0,51.3,29.2,累計YoY 29.2%（無上月快照）,本月營收較去年同期變動達51.27%，係因客戶需求增加使營收成長。
6163,華電網,上櫃,資訊服務業,797162.0,51.1,39.2,累計YoY 39.2%（無上月快照）,因本期較去年同期驗收案件多，故營業額增加。
3594,磐儀,上櫃,電腦及週邊設備業,256954.0,51.1,42.8,累計YoY 42.8%（無上月快照）,"客戶需求增加,故出貨量較去年同期成長"
7751,竑騰,上櫃,半導體業,241946.0,51.0,64.9,累計YoY 64.9%（無上月快照）,本公司為設備業，每月營收高底起伏屬常態，主要係今年同期客戶驗收機台較多所致。
6156,松上,上櫃,電子零組件業,617622.0,50.8,21.3,累計YoY 21.3%（無上月快照）,子公司營收
7728,光焱科技,上櫃,其他電子業,30565.0,50.8,29.6,累計YoY 29.6%（無上月快照）,半導體檢測產品需求持續成長，配合矽光子設備與客戶整體系統共同驗收時程，各月份營收認列時點有所差異，並不影響專案推動進度。
1590,亞德客-KY,上市,電機機械,3994281.0,50.8,32.9,累計YoY 32.9%（無上月快照）,本月營業收入換算匯率為4.7520020；本年累計營業收入換算匯率為4.6302622。
6578,達邦蛋白,上櫃,農業科技,37717.0,50.4,23.2,累計YoY 23.2%（無上月快照）,中聯事件致國內飼料用原料短缺，營運團隊立即應變，承擔起國內畜牧場飼料中優質蛋白原料之需求，備受產業客戶肯定。
