日期,商品名稱,身份別,多方交易口數,多方交易契約金額,空方交易口數,空方交易契約金額,多空交易口數淨額,多空交易契約金額淨額,多方未平倉口數,多方未平倉契約金額,空方未平倉口數,空方未平倉契約金額,多空未平倉口數淨額,多空未平倉契約金額淨額
2026/08/13,臺股期貨,外資及陸資,45646,420612710,45266,417173455,380,3439256,12073,111223337,98322,905767191,-86249,-794543854
2026/08/14,臺股期貨,自營商,6575,60564629,5587,51545265,988,9019364,5975,54873510,4511,41402391,1464,13471119
2026/08/14,臺股期貨,投信,6694,61765627,8686,79814524,-1992,-18048898,83794,768315380,3459,31692742,80335,736622638
2026/08/14,臺股期貨,外資及陸資,53049,489179432,52015,479972918,1034,9206514,12934,118590157,98113,899743988,-85179,-781153831
2026/08/17,臺股期貨,自營商,9298,85494793,9544,87860810,-246,-2366018,4884,44908704,3863,35543481,1021,9365223
2026/08/17,臺股期貨,投信,32094,296208228,34416,316462536,-2322,-20254308,81504,749158913,3491,32028315,78013,717130598
2026/08/17,臺股期貨,外資及陸資,75719,695737611,73965,680602285,1754,15135326,14587,133905716,98061,901234918,-83474,-767329202
2026/08/18,臺股期貨,自營商,10146,92544881,8742,79700274,1404,12844606,6197,55988248,3631,32833987,2566,23154261
2026/08/18,臺股期貨,投信,30174,274244819,32075,290831834,-1901,-16587015,79727,720288073,3615,32656509,76112,687631564
2026/08/18,臺股期貨,外資及陸資,83966,765068799,83498,761572354,468,3496445,16996,153347584,100074,903912519,-83078,-750564935
2026/08/19,臺股期貨,自營商,8335,74442962,8143,72750425,192,1692537,5957,53044169,3395,30256785,2562,22787384
2026/08/19,臺股期貨,投信,1024,9144362,2267,20197389,-1243,-11053027,78301,696878900,3512,31256800,74789,665622100
2026/08/19,臺股期貨,外資及陸資,57364,512657298,56615,505993163,749,6664135,6692,59563282,88193,784936135,-81501,-725372853
2026/08/20,臺股期貨,自營商,3303,29584100,3845,34474312,-542,-4890212,5674,50980315,3655,32861610,2019,18118705
2026/08/20,臺股期貨,投信,1110,9961577,74,664270,1036,9297307,79336,712484882,3511,31530887,75825,680953995
2026/08/20,臺股期貨,外資及陸資,51781,463903030,52682,471991184,-901,-8088153,6959,62500213,89382,802722542,-82423,-740222329
2026/08/21,臺股期貨,自營商,3530,31723637,3851,34638601,-321,-2914964,5096,46031209,3397,30705944,1699,15325265
2026/08/21,臺股期貨,投信,540,4873561,49,442229,491,4431333,79713,719617079,3397,30666757,76316,688950322
2026/08/21,臺股期貨,外資及陸資,50987,457493063,51191,459352744,-204,-1859681,6735,60805243,89329,806446757,-82594,-745641514
2026/08/24,臺股期貨,自營商,2899,26111179,2275,20478651,624,5632527,5559,49771511,3244,29069862,2315,20701649
2026/08/24,臺股期貨,投信,124,1111804,632,5650987,-508,-4539183,79244,709075312,3436,30745328,75808,678329984
2026/08/24,臺股期貨,外資及陸資,41988,378549737,41880,377616915,108,932823,6842,61227091,89371,799717724,-82529,-738490633
2026/08/25,臺股期貨,自營商,3914,34866304,3622,32345114,292,2521189,5693,51302323,3192,28786893,2501,22515430
2026/08/25,臺股期貨,投信,511,4599764,10,90096,501,4509668,79638,717251683,3329,29982306,76309,687269377
2026/08/25,臺股期貨,外資及陸資,48591,432934750,50471,449660568,-1880,-16725818,5030,45306669,90410,814294962,-85380,-768988293
2026/08/26,臺股期貨,自營商,3156,28692745,5822,53065426,-2666,-24372681,3499,32222511,3920,36104011,-421,-3881500
2026/08/26,臺股期貨,投信,1861,17113296,127,1166867,1734,15946429,81249,747539549,3206,29497124,78043,718042425
2026/08/26,臺股期貨,外資及陸資,49322,448414031,47663,433410600,1659,15003431,8657,79654767,92311,849346721,-83654,-769691954
2026/08/27,臺股期貨,自營商,4250,39216715,3456,31991249,794,7225465,4142,38191027,3766,34740294,376,3450733
2026/08/27,臺股期貨,投信,143,1318123,1352,12450009,-1209,-11131885,80120,738129536,3286,30273261,76834,707856275
2026/08/27,臺股期貨,外資及陸資,42656,393811125,43804,404278851,-1148,-10467726,6963,64155419,91799,845760921,-84836,-781605502
2026/08/28,臺股期貨,自營商,3568,33095667,3273,30368178,295,2727488,3992,37043191,3335,30956034,657,6087157
2026/08/28,臺股期貨,投信,39,361590,121,1121618,-82,-760027,80036,742045770,3284,30447278,76752,711598492
2026/08/28,臺股期貨,外資及陸資,41057,380540873,39920,369960716,1137,10580157,8732,80964376,92387,856598885,-83655,-775634509
2026/08/31,臺股期貨,自營商,4485,41110802,3512,32248490,973,8862312,4825,44401960,3216,29606572,1609,14795388
2026/08/31,臺股期貨,投信,18,165519,892,8200655,-874,-8035136,79165,727953841,3287,30225280,75878,697728561
2026/08/31,臺股期貨,外資及陸資,52523,482511017,51811,475946166,712,6564852,8105,74536023,91075,837527957,-82970,-762991934
2026/09/01,臺股期貨,自營商,4757,44545078,7162,66964212,-2405,-22419134,3092,29226123,4082,38567368,-990,-9341245
2026/09/01,臺股期貨,投信,488,4600380,339,3197337,149,1403043,79188,747550558,3161,29840472,76027,717710086
2026/09/01,臺股期貨,外資及陸資,48596,452776819,44345,413090513,4251,39686307,9797,92493924,88503,835548529,-78706,-743054605
2026/09/02,臺股期貨,自營商,6296,58579973,4076,37834482,2220,20745491,4543,41994275,3434,31745961,1109,10248314
2026/09/02,臺股期貨,投信,72,664723,1037,9575110,-965,-8910387,78292,722870036,3230,29822590,75062,693047446
2026/09/02,臺股期貨,外資及陸資,45798,426394040,50837,473603365,-5039,-47209325,6686,61742821,92015,849670379,-85329,-787927558
2026/09/03,臺股期貨,自營商,3855,35534585,3759,34672656,96,861929,4590,42115764,3456,31705501,1134,10410263
2026/09/03,臺股期貨,投信,20,183254,693,6349789,-673,-6166535,77604,711147535,3215,29461617,74389,681685918
2026/09/03,臺股期貨,外資及陸資,49814,459508575,46110,425413952,3704,34094623,7604,69694160,89179,817326312,-81575,-747632152
2026/09/04,臺股期貨,自營商,2970,27512773,4826,44807843,-1856,-17295069,3338,31240230,4035,37724951,-697,-6484721
2026/09/04,臺股期貨,投信,1823,17036279,38,355155,1785,16681124,79274,740561853,3100,28959580,76174,711602273
2026/09/04,臺股期貨,外資及陸資,49464,457657393,50344,465798096,-880,-8140703,8153,76177738,90542,845938656,-82389,-769760918
2026/09/07,臺股期貨,自營商,4688,44404749,6034,57072739,-1346,-12667991,2735,26018645,4780,45411710,-2045,-19393065
2026/09/07,臺股期貨,投信,354,3362234,1082,10265644,-728,-6903410,78538,745518093,3092,29350501,75446,716167592
2026/09/07,臺股期貨,外資及陸資,44188,416997746,42844,404347540,1344,12650207,10793,102479560,90192,856270658,-79399,-753791098
2026/09/08,臺股期貨,自營商,4821,45592059,3029,28647900,1792,16944160,3608,33952270,3788,35608779,-180,-1656509
2026/09/08,臺股期貨,投信,1668,15793103,2516,23696819,-848,-7903716,77729,730007669,3131,29403221,74598,700604448
2026/09/08,臺股期貨,外資及陸資,30614,289540610,33385,315860483,-2771,-26319873,10316,96913020,92578,869613753,-82262,-772700733
2026/09/09,臺股期貨,自營商,4523,42698922,4707,44518005,-184,-1819083,3336,31552812,3712,35062450,-376,-3509638
2026/09/09,臺股期貨,投信,2582,24514086,2361,22341615,221,2172471,77969,735833327,3150,29722140,74819,706111187
2026/09/09,臺股期貨,外資及陸資,47975,452852361,46811,441798577,1164,11053784,10526,99381297,91592,864555175,-81066,-765173878
2026/09/10,臺股期貨,自營商,5462,51132728,3819,35781101,1643,15351627,5007,47034113,3628,34051678,1379,12982435
2026/09/10,臺股期貨,投信,2243,21064029,2579,24135657,-336,-3071627,77635,727950787,3152,29546218,74483,698404569
2026/09/10,臺股期貨,外資及陸資,46008,430928638,48057,450182559,-2049,-19253921,8264,77543020,92182,864533721,-83918,-786990701
2026/09/11,臺股期貨,自營商,7854,72425131,6474,59768351,1380,12656780,6359,58854426,3557,32907993,2802,25946433
2026/09/11,臺股期貨,投信,6092,56342416,5888,54274470,204,2067945,77818,719256868,3131,28922299,74687,690334569
2026/09/11,臺股期貨,外資及陸資,56372,520388710,56740,523930805,-368,-3542096,8242,76271162,93309,862627166,-85067,-786356004