代號,名稱,市場,當月YoY%,上月YoY%,收盤2026-04-13,收盤2026-05-11,報酬%,備註
2449,京元電子,上市,36.0,41.0,295.0,299.5,1.53,"以上不含停業部門營收:115年3月0仟元暨114年3月0仟元;115年1~3月0仟元暨114年1~3月985,800仟元"
6177,達麗,上市,154.4,554.9,46.6,47.05,0.97,本期營收較去年同期上升，主係本期「武東段二」完工過戶所致。
2820,華票,上市,46.4,30.8,16.95,17.1,0.88,主係本年票債淨利息收入及金融商品評價利益增加
2072,世紀風電,上市,65.8,52.9,179.5,179.5,0.00,本月營收較去年本月增加，主要係因本月承接工程案件依進度認列收入較高所致
3025,星通,上市,85.8,113.1,63.1,62.8,-0.48,美洲出貨增加
6191,精成科,上市,78.2,71.0,95.4,94.8,-0.63,本公司自114年4月8日起新增合併子公司Lincstech，致使本月營收增幅達50%以上。
7740,熙特爾-創,上市,3063.2,515.2,173.0,171.0,-1.16,本月及本年營收較去年同期營收增加，主要係因依專案進度認列收入所致。
2331,精英,上市,30.8,67.0,21.25,20.9,-1.65,-
3305,昇貿,上市,72.7,62.4,119.0,117.0,-1.68,銷售量增加及原料價格上漲
2646,星宇航空,上市,33.1,41.5,20.85,20.5,-1.68,-
1795,美時,上市,173.6,131.5,237.0,233.0,-1.69,主要係受惠於併購NAGH後的營收挹注及出口業務成長所致
2537,聯上發,上市,60177.4,272.7,10.55,10.25,-2.84,本月營收較去年增加，係今年同期認列新北市房地出售收入較高所致。
2887,台新新光金,上市,1118.8,187.4,24.15,23.45,-2.90,本年度新增新光子公司
5469,瀚宇博,上市,47.4,38.6,88.0,85.1,-3.30,本公司之子公司精成科技自114年4月8日起新增合併子公司Lincstech，致使本月營收較去年同期增加。
6949,沛爾生醫*-創,上市,74.5,61.2,711.0,687.0,-3.38,本月較去年同期增加係因細胞治療案件數量增加。
9946,三發地產,上市,2175.6,34244.5,17.2,16.6,-3.49,本月及累月營收較去年同期增加，係因114年12月預售建案完工本月交屋入帳所致。
3054,立萬利,上市,1091.2,751.0,72.2,69.6,-3.60,主係因本期產品結構改變致銷售金額增加。
8996,高力,上市,205.3,205.7,1095.0,1055.0,-3.65,115年3月營收較去年同期增加205.35%，主要係板式熱交換器及熱能產品之營業額，較去年同期分別增加13.79%及增加
1808,潤隆,上市,68259.9,117765.9,30.05,28.9,-3.83,營收變動主要係本年度完工建案已陸續過戶交屋認列房地出售收入所致。
9955,佳龍,上市,48.8,95.6,31.35,30.1,-3.99,"營收較去年同期增加,主要係因本期貴金屬及五金售量增加所致"
8478,東哥遊艇,上市,95.9,151.1,170.5,163.0,-4.40,主係認列遊艇銷貨收入增加所致
1316,上曜,上市,111.2,108.6,12.05,11.45,-4.98,主因子公司營收上升，致本年度營收較去年同期增加。
6885,全福生技,上市,3548.5,1758.8,23.85,22.6,-5.24,諮詢服務收入、含子公司營業收入
2501,國建,上市,286.1,193.5,24.05,22.65,-5.82,本月交屋入帳增加
2442,新美齊,上市,610.9,9886.2,20.25,18.8,-7.16,本年累計營收較去年同期增加，主係本期營建專案交屋認列收入增加所致。
5525,順天,上市,1247.9,1276.0,25.35,23.4,-7.69,本月及本年累計營收較去年同期增加，係因今年母公司ONE 33及緮華完工交屋收入所致
2022,聚亨,上市,52.5,47.7,9.01,8.27,-8.21,主要係因泰國鋼鐵內需市場回溫及地震影響對有認證之鋼筋需求增加，又受匯率變動影響，致合併營收增長
2611,志信,上市,307.7,36.7,14.95,13.7,-8.36,本期建案完工交屋，故營收增加。
2305,全友,上市,74.9,34.2,19.8,17.55,-11.36,"受惠於AI及大數據發展,光電子設備需求強勁"
6442,光聖,上市,75.5,44.1,2230.0,1950.0,-12.56,市場需求增加
9906,欣巴巴,上市,2226086.7,351.1,41.55,36.2,-12.88,本月營收與去年同期之差異，主係本月新個案及成屋仍持續入帳。
2605,新興,上市,34.7,87.5,40.1,34.1,-14.96,-
2485,兆赫,上市,200.1,84.8,80.8,67.6,-16.34,因客戶端產品驗證通過，正式進入量產與備貨階段，帶動出貨量顯著提升，致使本月營收較去年同期大幅成長。
7822,倍利科,上市,83.0,84.1,1555.0,1295.0,-16.72,本月認列設備營收較前期多
