代號,名稱,市場,當月YoY%,上月YoY%,收盤2026-07-13,收盤2026-08-10,報酬%,備註
2356,英業達,上市,61.6,35.3,64.7,66.0,2.01,客戶需求增加，較去年同期成長。
7821,神數,上市,31.8,61.4,40.8,41.6,1.96,-
3450,聯鈞,上市,88.2,49.9,515.0,524.0,1.75,因客戶需求增加，致使營收增加。
3704,合勤控,上市,47.9,31.1,49.85,50.4,1.10,-
2432,倚天酷-創,上市,42.6,94.0,28.0,28.3,1.07,本年累計營收較去年累計營收增加，主係電腦週邊產品挹注成長所致。
6691,洋基工程,上市,115.2,82.3,725.0,732.0,0.97,本月營收較去年同期增加115.19%，主要係因本月正在投入進行的專案較去年同期增加所致。
8422,可寧衛*,上市,50.3,199.6,26.55,26.8,0.94,營收增加係南區焚化爐BOT案依IFRIC12會計處理，每月按工程進度認列成本，同步依成本金額認列工程收入，未產生毛利。
2887,台新新光金,上市,329.5,317.2,35.75,35.9,0.42,本年度新增新光子公司
6589,台康生技,上市,94.3,56.3,50.6,50.7,0.20,本月營收較去年同期增加主係委託研究開發暨生產服務(CDMO)業務成長所致。
1714,和桐,上市,73.4,84.8,16.65,16.65,0.00,115年6月營收較去年同期增加達50%以上，主係產品銷量、售價皆較去年同期增加。
2537,聯上發,上市,57.7,128.5,11.0,11.0,0.00,本月營收較去年增加，係今年同期認列台北市房地出售收入較高所致。
2885,元大金,上市,72.8,928.4,68.3,68.2,-0.15,營收淨額增加，係兌換損益、分離帳戶保險商品資產淨損益、手續費及佣金淨損益、透過損益按公允價值衡量之金融資產及負債損益影響
3048,益登,上市,60.1,61.7,57.4,57.3,-0.17,受惠於AI伺服器、網通設備等市場需求攀升，帶動本月份營收較去年同期成長60.10%
1723,中碳,上市,32.1,58.4,86.5,86.3,-0.23,-
4771,望隼,上市,31.2,33.1,209.5,209.0,-0.24,-
3557,嘉威,上市,47.8,78.6,26.2,26.1,-0.38,-
2476,鉅祥,上市,53.8,48.7,126.5,126.0,-0.40,客戶需求上升，銷售量增加
1416,廣豐,上市,68.3,61.1,11.05,11.0,-0.45,數位科技營收增加
5525,順天,上市,4115.0,406.8,22.2,22.05,-0.68,本月及本年累計營收較去年同期增加，係因今年母公司ONE 33及緮華完工交屋收入所致
2101,南港,上市,328.2,158.7,34.55,34.3,-0.72,本公告係屬自結數，如與公告財報有所差異請以財報為準，另本月份營建收入29億/累積營建收入94億元。
2945,三商家購,上市,39.1,40.9,40.9,40.5,-0.98,-
6285,啟,上市,84.4,34.8,259.0,256.0,-1.16,客戶需求增加
3135,凌航,上市,150.0,234.5,165.0,163.0,-1.21,市場價格上漲及需求增加。
6776,展眥篕,上市,50.7,52.0,54.7,54.0,-1.28,主要係因持續擴大營運版圖，自115.4.1起新增併入子公司納入合併報表範圍
5534,長虹,上市,124.2,452.6,79.4,78.3,-1.39,本月營收較去年同期增加，主要係因本月過戶交屋數額較去年同期增加所致。
2520,冠德,上市,52.3,52.3,35.35,34.85,-1.41,115年06月份營業收入較去年同期增加50%以上，主因係案件結算入帳所致。
5522,遠雄,上市,2513.5,191.6,66.1,65.1,-1.51,本月及截至本月累計營收較去年同期增加，主要係交屋量較去年同期完工可交屋成屋量增加所致
1795,美時,上市,225.4,105.8,196.5,193.5,-1.53,本月營收較去年同期增加，主要係合併NAGH所致; 本年累計營收較去年同期增加，主要係合併NAGH及出口業務成長所致。
2413,環科,上市,33.5,41.0,45.75,44.85,-1.97,-
6770,力積電,上市,68.8,58.9,69.0,67.6,-2.03,主係客戶需求上升，銷售量增加，銷售價格調漲。
2646,星宇航空,上市,40.8,41.2,21.2,20.75,-2.12,-
2543,皇昌,上市,105.3,86.1,39.75,38.9,-2.14,新承攬工程進入施工期，致本期營收較去年同期增加。
1418,東華,上市,6800.0,206.4,18.5,18.05,-2.43,配合客戶生產線出貨
1316,上曜,上市,102.0,153.0,10.3,10.05,-2.43,主因子公司營收上升，致本年度營收較去年同期增加。
2330,台積電,上市,67.9,30.1,2440.0,2380.0,-2.46,因先進製程產品需求增加所致。
2617,台航,上市,37.3,33.3,30.1,29.3,-2.66,-
3708,上緯投控,上市,61.7,70.6,105.0,102.0,-2.86,循環經濟材料及航太複材需求增加
3528,安馳,上市,57.4,66.8,92.8,90.1,-2.91,AI伺服器應用帶動測試相關需求增加，週邊電源應用及工控需求上升。
2506,太設,上市,126.5,131.0,8.89,8.63,-2.92,本月及本期交屋均較去年同期多
2889,國票金,上市,100.0,147.9,15.85,15.35,-3.15,本月手續費及佣金淨收益、透過損益按公允價值衡量之金融資產及負債損益及其他淨收益較去年同期增加7.69億元。
2890,永豐金,上市,50.9,82.7,40.2,38.9,-3.23,本月及本年累計營業收入較去年本月及去年累計營業收入增加，係因利息收入、手續費收入及有價證券評價利益增加所致。
2337,旺宏,上市,216.1,175.8,138.0,133.5,-3.26,受市場需求增加影響。
5607,遠雄港,上市,37.0,39.0,51.1,49.35,-3.42,-
3028,增你強,上市,65.6,102.5,71.2,68.5,-3.79,"主要係因記憶體價格上漲,客戶需求增加所致。"
2308,台達電,上市,55.4,43.6,1890.0,1815.0,-3.97,本月與去年同期增加百分比達50％以上，主要係因AI相關產品需求旺盛
6005,群益證,上市,101.2,155.5,35.35,33.8,-4.38,主係自營操作獲利增加及成交量增加致經紀手續費收入增加
7631,聚賢研發-創,上市,190.8,140.8,145.0,138.5,-4.48,本月營收較去年同期成長，主要受惠於新加坡訂單挹注。
6916,華凌,上市,32.3,44.1,19.8,18.85,-4.80,-
3041,揚智,上市,167.5,97.9,25.8,24.55,-4.84,去年受國際情勢影響代理商下單保守，今年需求回穩，加上合併個體挹注，營收成長。
2547,日勝生,上市,142.0,69.9,11.3,10.75,-4.87,本月較去年同月增加，主係本月工進增加及建案交屋增加所致。
2460,建通,上市,59.1,71.8,33.45,31.8,-4.93,係因端子產品訂單穩定回流及特殊新型銅材業務量持續增量。
6585,鼎基,上市,91.4,58.1,124.0,117.5,-5.24,"本期(115年06月)較去年同期(114年06月)營業收入增加155,219仟元,成長91.44%,主係為客戶需求增加。"
8210,勤誠,上市,98.0,37.3,1135.0,1075.0,-5.29,終端客戶所需產品大量出貨
2440,太空梭,上市,56.0,44.9,16.75,15.85,-5.37,係銅價較去年同期平均單價上升34.07%，且人民幣匯率較去年同期高。
3321,同泰,上市,30.7,36.4,20.4,19.3,-5.39,-
3051,力特,上市,42.5,36.6,24.65,23.3,-5.48,主要係力特車載客戶認證的車載面板新機種用偏光板，今年Q1開始陸續放量
6197,佳必琪,上市,45.2,41.8,328.5,309.0,-5.94,-
7769,鴻勁,上市,106.5,83.6,6705.0,6280.0,-6.34,主要係因市場需求較去年同期成長所致。
2404,漢唐,上市,50.9,85.0,1230.0,1150.0,-6.50,"營收較去年同期增加50%以上,主係因本月正在投入進行的專案較去年同期增加所致。"
3209,全科,上市,170.4,32.1,59.9,55.8,-6.84,115年6月客戶需求上升
3305,昇貿,上市,76.0,71.4,123.5,115.0,-6.88,銷售量增加及原料價格上漲
2486,一詮,上市,35.0,31.4,251.0,233.0,-7.17,-
8072,陞泰,上市,32.7,31.4,28.35,26.3,-7.23,-
1522,堤維西,上市,70.0,39.6,30.4,28.2,-7.24,主要是大茂堤維西汽車部件有限公司營收併入所致。
1303,南亞,上市,31.8,31.4,199.5,185.0,-7.27,-
6515,穎崴,上市,287.9,119.8,7375.0,6830.0,-7.39,受惠於全球AI及HPC客戶需求持續強勁，高階測試座Coaxial Socket及 MEMS 探針卡持續拉貨，本月營收變動
2467,志聖,上市,94.1,74.5,595.0,550.0,-7.56,係因客戶需求提升，以致115年6月單月營收成長率較去年同期增加94.08%；115年累計營收成長率較去年同期增加78.9
2855,統一證,上市,199.0,428.4,49.65,45.85,-7.65,今年單月營收及累計營收較去年同期增加，主因今年泛自營業務操作獲利優於去年同期所致。
6215,和椿,上市,30.5,37.9,111.0,102.5,-7.66,自動化零組件及設備 需求增加
5484,慧友,上市,224.3,152.3,49.15,45.35,-7.73,係因有接到代工訂單
6196,帆宣,上市,121.0,64.9,551.0,507.0,-7.99,115年6月單月合併營收較去年同期增加，主要係銷貨收入及工程收入增加所致。
1533,車王電,上市,31.0,54.9,36.05,33.1,-8.18,"本年度累計營收較去年同期增加約977,349仟元，主要係電動巴士營收增加約10.84億所致"
4739,康普,上市,113.8,140.9,94.9,87.0,-8.32,本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。
6139,亞翔,上市,49.7,103.3,883.0,808.0,-8.49,主要係工程進入施工高峰期，致本月營收較去年同期大幅增加。
3044,健鼎,上市,42.0,46.6,439.0,401.5,-8.54,-
6141,柏承,上市,34.7,32.1,38.05,34.7,-8.80,資料係自行結算數
7788,松川精密,上市,65.7,43.1,259.0,234.5,-9.46,去年同期基期較低、主要客戶訂單增加，以及併入台興電子，致營收成長。
1342,八貫,上市,40.1,37.2,114.5,103.5,-9.61,-
3535,晶彩科,上市,160.8,2229.0,100.0,90.2,-9.80,本公司以銷售機台為主，115年累計出售機台較去年同期增加，此為產業特性，尚屬正常。
7822,倍利科,上市,50.7,79.8,969.0,873.0,-9.91,本月認列設備營收較前期多
2345,智邦,上市,61.2,56.6,2405.0,2165.0,-9.98,客戶需求增加
3432,台端,上市,97.6,218.0,18.2,16.3,-10.44,主係因增加新產品出貨所致
6209,今國光,上市,73.3,70.7,82.8,74.0,-10.63,客戶需求增加。
4588,玖鼎電力,上市,79.3,33.4,58.7,52.3,-10.90,因按照合約規範，每月出貨數量依客戶通知出貨。
8046,南電,上市,50.0,35.8,1270.0,1130.0,-11.02,因受市場需求成長影響。
2414,精技,上市,87.3,73.5,63.8,56.7,-11.13,本月營收較去年同期增加87.26%，主係受惠於大型專案AI伺服器需求增加所致
2368,金像電,上市,78.2,87.3,1045.0,926.0,-11.39,接單量增加
4916,事欣科,上市,80.5,104.3,118.0,104.0,-11.86,受惠於國防、航太及通訊客戶需求強勁，低軌道衛星產品持續拉貨，本月營收變動達50%以上。
3550,聯穎,上市,38.1,36.6,27.0,23.7,-12.22,-
3715,定穎投控,上市,45.5,69.1,144.0,125.5,-12.85,-
8028,昇陽半導體,上市,33.6,46.0,303.0,264.0,-12.87,-
6901,鑽石投資,上市,4396.6,407.5,18.75,16.3,-13.07,營業收入為股利收入及投資標的之評價損益(含已實現及未實現)，投資標的股數及公允價值變動情形，請參考本公司網站投資人專區。
8996,高力,上市,37.5,40.0,1240.0,1075.0,-13.31,說明:本年累計營收較去年同期增加128.96%，主要係板式熱交換器及熱能產品年度營收分別較去年同期增加17.88%及18
2406,國碩,上市,63.0,121.2,37.15,31.95,-14.00,主要係因子公司太陽能導電漿產品、AI伺服器液冷管接件及其零組件之加工與測試服務銷量增加所致。
8021,尖點,上市,90.1,86.3,508.0,434.5,-14.47,本月增減百分比或本年增減百分比達50%以上：主要係市場需求增加所致。
6645,金萬林-創,上市,43.9,40.1,15.6,13.3,-14.74,-
4934,太極,上市,168.7,281.1,17.0,14.35,-15.59,受惠於子公司營收挹注，本月及累計營收較去年同期成長。
8131,福懋科,上市,60.9,49.6,77.2,64.6,-16.32,市場需求成長
2382,廣達,上市,102.9,94.4,378.0,313.5,-17.06,產品組合變更
2363,矽統,上市,74.8,88.8,65.5,54.0,-17.56,(1)季節性影響 ; (2)115/4起新增合併個體廈門凌陽華芯科技股份有限公司營收
2495,普安,上市,40.3,87.2,47.4,39.0,-17.72,-
8926,台汽電,上市,1719.5,768.2,69.3,57.0,-17.75,本月及累計合併營業收入較去年同期增加，主要係自115年起因將森霸、星電、星元納入為子公司，故併入合併營收計算。
3004,豐達科,上市,46.5,56.2,154.5,126.5,-18.12,-
2369,菱生,上市,36.5,38.7,41.15,33.6,-18.35,-
4989,榮科,上市,73.4,33.9,82.7,67.5,-18.38,主係銷售量增加及銅價上漲
2241,艾姆勒,上市,125.1,40.2,40.5,32.6,-19.51,係客戶需求增加
7610,聯友金屬-創,上市,555.4,462.2,2425.0,1950.0,-19.59,6月單月及累積合併營收較去年同期分別增加555%及462%，主要在於鎢製品出貨量及出貨價格較去年同期增加所致。
3054,立萬利,上市,175.6,786.0,60.3,48.35,-19.82,主係因本期產品結構改變致銷售金額增加
3016,嘉晶,上市,41.2,37.3,133.5,107.0,-19.85,-
2351,順德,上市,51.7,36.8,210.5,168.5,-19.95,主係客戶應用於AI領域之電源管理需求強勁，車用領域所需之導線架亦逐步復甦，客戶之拉貨動能提升。
3167,大量,上市,139.7,120.3,826.0,655.0,-20.70,主係因客戶需求量增加所致
2497,怡利電,上市,51.9,35.1,61.6,48.25,-21.67,新增子公司統亞納入合併，以及大陸與泰國銷貨增加
1617,榮星,上市,39.6,37.9,24.5,18.95,-22.65,-
6155,鈞寶,上市,47.9,43.3,70.2,53.2,-24.22,-
6834,天二科技,上市,66.5,58.7,129.0,96.6,-25.12,主係市場終端需求增加
2305,全友,上市,142.3,97.8,39.6,29.05,-26.64,"受惠於AI及大數據發展,光電子設備需求強勁"
8438,昶昕,上市,41.0,49.8,91.8,66.6,-27.45,-
2327,國巨*,上市,38.9,47.5,816.0,573.0,-29.78,-
