代號,名稱,市場,當月YoY%,上月YoY%,收盤2026-02-11,收盤2026-03-12,報酬%,備註
2855,統一證,上市,373.5,57.3,29.5,30.3,2.71,今年單月營收較去年同期增加，主因今年投資業務操作獲利優於去年同期所致。
2887,台新新光金,上市,219.4,229.5,24.0,24.65,2.71,本年度新增新光子公司
8476,台境*,上市,126.5,167.5,18.35,18.8,2.45,工案進入密集施工期，故營收較去年明顯成長。
2535,達欣工,上市,188.6,88.5,71.0,72.1,1.55,本公司115年01月單月及累計營收較去年同期變動增加50%以上，係因部分廠房工程投入較多及子公司交屋認列營建收入所致。
8996,高力,上市,317.2,172.0,906.0,917.0,1.21,115年1月營收較去年同期增加317.19%，主要係板式熱交換器及熱能產品之營業額，較去年同期分別增加29.28%及增加
2382,廣達,上市,61.9,94.5,286.0,288.5,0.87,產品組合變更
3231,緯創,上市,151.5,141.6,131.5,132.5,0.76,主係客戶需求增加，較去年同期成長。
2337,旺宏,上市,51.4,44.9,98.5,99.0,0.51,市場需求復甦影響。
6139,亞翔,上市,87.6,165.1,519.0,521.0,0.39,主要係工程進入施工高峰期，致本月營收較去年同期大幅增加。
2597,潤弘,上市,62.6,39.7,170.5,171.0,0.29,主係業務正於大量施工階段，以致本月營收較去年同期增加。
7769,鴻勁,上市,73.9,74.5,4345.0,4325.0,-0.46,主要係因市場需求較去年同期成長所致。
2376,技嘉,上市,57.0,72.2,229.5,228.0,-0.65,主係延續AI熱潮，伺服器銷售業績持續成長，加上AI電競需求推升顯示卡及主機板需求增加
7631,聚賢研發-創,上市,193.8,203.5,121.0,120.0,-0.83,本月營收較去年同期成長，主要受惠於新加坡訂單挹注。
1714,和桐,上市,58.0,44.2,9.25,9.17,-0.86,營收增加主要係因去年一月受春節因素影響，工作日較少及本年度產品銷量增加及銷售單價提升所致。
2885,元大金,上市,110.8,36.2,44.75,44.25,-1.12,本月營業收入淨額較去年同期增加，主係分離帳戶保險商品資產淨損益增加所致。
2539,櫻花建,上市,397.7,180.2,48.55,48.0,-1.13,無異常。本月有「櫻花知築」、「櫻花市鎮之櫻」建案陸續過戶中。
6136,富爾特,上市,34.8,64.2,24.1,23.8,-1.24,-
6579,研揚,上市,35.2,30.8,113.5,112.0,-1.32,-
2891,中信金,上市,48.2,44.1,52.2,51.3,-1.72,-
2421,建準,上市,36.5,30.1,144.5,141.0,-2.42,-
3135,凌航,上市,343.9,119.7,114.5,111.5,-2.62,市場價格上漲及需求增加。
2546,根基,上市,55.0,31.7,86.0,83.7,-2.67,單月及累月營收差異主係因在手案量規模成長及依工程全程營運進度認列所致。
1597,直得,上市,39.9,46.7,77.3,75.2,-2.72,-
6668,中揚光,上市,41.3,43.4,36.3,35.3,-2.75,-
1808,潤隆,上市,5750.3,5984.4,31.75,30.75,-3.15,營收變動主要係本年度完工建案已陸續過戶交屋認列房地出售收入所致。
5269,祥碩,上市,58.3,79.7,1270.0,1225.0,-3.54,"因完成收購 Techpoint, Inc.，其營收自合併基準日起納入本公司合併報表，帶動整體營收成長。"
6625,必應,上市,46.0,157.8,81.4,78.5,-3.56,-
6192,巨路,上市,37.0,38.4,122.0,117.5,-3.69,-
5522,遠雄,上市,2495.5,407.9,67.7,65.2,-3.69,本月營收較去年同期增加，主要係交屋量較去年同期完工可交屋成屋量增加所致
9945,潤泰新,上市,58.1,84.2,29.15,28.05,-3.77,主係建案交屋認列及子公司潤弘正於大量施工階段，以致本月營收較去年同期增加。
3305,昇貿,上市,45.4,48.4,109.0,104.5,-4.13,-
2449,京元電子,上市,41.3,33.0,313.5,300.0,-4.31,"以上營收不含停業部門營收:115年1月0仟元暨114年1月985,800仟元"
1515,力山,上市,34.1,97.9,26.15,25.0,-4.40,客戶庫存管理減少採購量
6215,和椿,上市,80.8,42.4,112.5,107.5,-4.44,自動化零組件及設備需求增加
3432,台端,上市,451.1,324.8,17.4,16.6,-4.60,主係因增加新產品出貨所致
5525,順天,上市,1344.1,2402.4,26.1,24.9,-4.60,本月營收較去年同期增加，係因今年母公司ONE 33及緮華C區完工交屋收入所致
8201,無敵,上市,48.0,57.8,13.95,13.3,-4.66,-
8213,志超,上市,33.6,32.1,36.3,34.55,-4.82,-
6005,群益證,上市,130.0,38.9,29.3,27.8,-5.12,主係自營操作獲利增加及成交量增加致經紀手續費收入增加
6177,達麗,上市,1653.9,1398.0,48.4,45.75,-5.48,本期營收較去年同期上升，主係本期「武東段二」完工過戶所致。
4967,十銓,上市,81.5,211.3,199.5,188.5,-5.51,記憶體價格上漲所致
2317,鴻海,上市,35.5,31.8,227.0,214.5,-5.51,-
8072,陞泰,上市,96.9,87.2,29.9,28.2,-5.69,因受惠終端客戶需求成長，及新增客戶所致。
3515,華擎,上市,40.8,45.5,221.5,208.5,-5.87,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差"
2542,興富發,上市,2480.6,233.8,38.85,36.5,-6.05,本月較去年同期增加，係本期認列「福山案」及「VVS1」等新建案收入所致。
3530,晶相光,上市,80.4,65.8,62.9,58.8,-6.52,因監控系列產品營收較去年同期大幅成長所致。
1316,上曜,上市,233.5,207.9,13.9,12.95,-6.83,主因子公司營收上升，致本月及本年度營收較去年同期增加。
2363,矽統,上市,171.6,159.5,55.0,51.0,-7.27,季節性影響
6191,精成科,上市,93.4,90.7,104.0,96.4,-7.31,本公司自114年4月8日起新增合併子公司Lincstech，致使本月營收增幅達50%以上。
3443,創意,上市,107.8,75.7,2475.0,2290.0,-7.47,主要是晶圓產品(Wafer production)銷售增加所致
2208,台船,上市,74.8,71.5,23.5,21.65,-7.87,累計及單月營收變動主係造船業務營收增加所致。
5469,瀚宇博,上市,59.1,54.2,95.1,87.3,-8.20,本公司之子公司精成科技自114年4月8日起新增合併子公司Lincstech，致使本月營收較去年同期增加。
6446,藥華藥,上市,49.8,69.9,725.0,664.0,-8.41,本月及本年累計營收較去年成長，主要來自認列美國子公司PharmaEssentia USA Corp.之營收。
2374,佳能,上市,109.5,108.3,77.5,70.9,-8.52,今年一月較去年同期成長109.5%，主係影像視覺產品、光學相關模組及因客戶專案出貨轉趨穩健。
8131,福懋科,上市,38.1,39.4,69.3,63.3,-8.66,-
3055,蔚華科,上市,44.4,87.4,64.6,58.9,-8.82,-
1522,堤維西,上市,37.0,70.8,44.4,40.45,-8.90,-
9940,信義,上市,80.8,219.8,22.1,20.1,-9.05,本公司之子公司「嘉品」建案，於115年1月交屋認列營收237佰萬元，且114年1月春節而作業天數較少。
3229,晟鈦,上市,69.4,53.2,20.85,18.9,-9.35,本月磷銅球出貨量增加及銅價上漲
8210,勤誠,上市,137.0,68.4,975.0,881.0,-9.64,終端客戶所需產品大量出貨
6209,今國光,上市,55.4,74.4,58.3,52.1,-10.63,客戶需求增加。
9902,台火,上市,65.9,169.9,16.9,15.0,-11.24,本月營收較去年同期增加主要係本月有出售進口汽車營業收入所致。
6885,全福生技,上市,2890.9,3121.2,27.95,24.75,-11.45,諮詢服務收入、含子公司營業收入
6969,成信實業*-創,上市,34.4,107.0,31.85,28.1,-11.77,-
3528,安馳,上市,151.6,130.6,72.1,62.3,-13.59,AI伺服器應用帶動測試相關需求增加及工控需求回升。農曆新年及主要供應商政策調整，客戶提前拉貨。
2408,南亞科,上市,608.0,444.9,278.0,239.5,-13.85,受市場需求復甦影響。
6235,華孚,上市,58.2,49.2,58.0,49.55,-14.57,主要係客戶需求增加導致營收成長。
7711,永擎,上市,63.5,82.2,236.0,201.5,-14.62,客戶需求強勁
6239,力成,上市,43.0,30.5,243.0,204.5,-15.84,-
3032,偉訓,上市,41.6,49.0,73.7,61.9,-16.01,從114年7月開始認列新購併之音圈全球領導公司AIP的營收
7780,大研生醫*,上市,61.4,30.7,24.2,19.55,-19.21,大研醫美系列第一款保濕除皺外泌體精華液、納豆紅麴Q10等新品熱銷，營收年增61%，展現產品力與品牌實力。
